"Class[Size] ->","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]"
"2012Q3",1.09250000e+02,1.09250000e+02,2.31407000e+02,5.00000000e+00,7.98000000e+00,7.89000000e+00,9.45978053e+01,1.35200000e+01,5.38000000e+00,9.73000000e-01,2.25836000e+04,5.38203000e+04,1.45485700e+05,1.17885300e+05,1.04963040e+04,6.24710000e+03,4.72144584e+04,1.25223045e+02,2.28981307e+03,2.94078099e+00,1.05710698e+02,4.98518580e+04,4.18950318e+04,2.06714874e+04,4.92634325e+04,1.33167689e+05,1.07904165e+05,3.83478552e+04,4.32168956e+04,4.56309913e+04,9.89517633e+02,8.88478869e+04,8.59872754e+04,1.10285050e+04,1.52552899e+04,-3.54131950e+01,2.08849491e+04,3.44308683e+04,9.86340295e+04,9.86597682e+04,1.61911500e+04,9.22042857e+01,-1.98170867e-01,1.52198767e+04,3.41611322e+05,4.37469867e+04,6.38603831e+04,8.58528288e+04,1.35468863e+05,3.98787178e+05,3.98538574e+05,2.70002842e+05,3.15949263e+00,3.25094832e+00,2.66237443e+00,5.71383709e+00,2.04072773e+00,1.60016619e+00,5.66555766e-01,4.46792350e+00,3.28039327e+00,3.28039327e+00,4.14673892e-01,9.69881773e-01,5.41672182e+00,1.32198686e+01,9.35640101e+00,3.44102974e+00,1.23056883e+01,7.81160465e+00,3.13386486e+00,1.65605096e+00,1.15384615e+00,2.43654131e-01,-3.97695710e+00,2.97732268e+00,1.99128208e+00,2.27270574e+00,3.46380508e+00,9.13027923e-01,1.53619492e+00,1.00561949e+01,9.62032191e-01,3.80000000e-01,-6.86210226e-05,3.21951854e+00,1.78048146e+00,8.14000000e+00
"2012Q4",1.09860000e+02,1.09860000e+02,2.29601000e+02,5.00000000e+00,7.89000000e+00,7.81000000e+00,9.68545450e+01,1.34700000e+01,5.38000000e+00,8.44000000e-01,2.65521000e+04,6.11721000e+04,1.55033300e+05,1.25175500e+05,1.11966928e+04,6.30492020e+03,4.70940435e+04,1.22864755e+02,2.78654316e+03,2.82663147e+00,1.03247607e+02,4.97458204e+04,4.28198279e+04,2.41690333e+04,5.56818678e+04,1.41118970e+05,1.13940925e+05,3.89767230e+04,4.28673252e+04,4.52811036e+04,1.21364592e+03,8.81484288e+04,8.95942076e+04,1.30387630e+04,1.66746581e+04,-6.56865774e+02,2.15625593e+04,3.62882987e+04,1.03941558e+05,1.04347093e+05,1.62539750e+04,8.82253125e+01,-3.15371376e-01,1.60177923e+04,3.45206661e+05,4.44969823e+04,6.43481370e+04,8.64322937e+04,1.38124883e+05,4.02359213e+05,4.02777447e+05,2.71429915e+05,3.14725527e+00,3.52300329e+00,3.14139739e+00,4.68134809e+00,2.17696413e+00,1.95072293e+00,2.77690929e+00,3.69014638e+00,3.44632768e+00,3.44632768e+00,4.62657039e+00,3.12805720e+00,6.11943948e+00,1.37355155e+01,2.94749776e+01,9.99452878e-01,9.99654603e+00,5.42928063e+00,2.73285429e+00,1.15384615e+00,1.03492885e+00,-4.95344581e-01,6.58249323e-01,-6.19872269e+00,1.74102237e+00,2.28077544e+00,3.64744910e+00,1.03147141e+00,1.35255090e+00,9.82255090e+00,1.34548990e+00,3.80000000e-01,-4.87415124e-05,3.17811853e+00,1.82188147e+00,8.09000000e+00
"2013Q1",1.11830000e+02,1.11830000e+02,2.32773000e+02,5.00000000e+00,7.81000000e+00,7.82000000e+00,9.82849667e+01,1.35000000e+01,5.46000000e+00,7.32000000e-01,2.51508000e+04,5.99509000e+04,1.56149800e+05,1.26267200e+05,1.16787358e+04,6.90828820e+03,4.96238963e+04,1.22887932e+02,2.64200000e+03,2.54479584e+00,1.01744960e+02,5.39537308e+04,4.36721308e+04,2.24902084e+04,5.36089600e+04,1.39631405e+05,1.12909953e+05,3.90522496e+04,4.43744043e+04,4.82462048e+04,1.13501136e+03,9.26206091e+04,8.57608363e+04,9.96653345e+03,1.42994014e+04,4.47088699e+03,2.37786775e+04,3.43154931e+04,1.03944161e+05,1.04335937e+05,1.63193500e+04,9.43608333e+01,-3.75494814e-01,1.87702884e+04,3.46507334e+05,4.47359500e+04,6.52242225e+04,8.79226695e+04,1.39013606e+05,4.05315792e+05,4.06231466e+05,2.72717951e+05,2.92573424e+00,3.44518317e+00,2.53048571e+00,-7.51393460e-01,2.54720152e+00,3.55650649e+00,1.87567080e+00,2.05774141e+00,4.33849599e+00,4.33849599e+00,3.16406233e+00,2.73323754e+00,4.70440632e+00,1.13243236e+01,3.36982970e+01,3.10375889e+00,2.10122624e+01,1.17156699e+01,2.30297084e+00,1.03492885e+00,-3.82165605e-01,-1.69075253e+00,-2.28629335e+00,-8.41808685e+00,1.47389621e+00,2.03388135e+00,3.91372939e+00,2.63523884e-01,1.08627061e+00,9.58627061e+00,3.85840274e-01,4.60000000e-01,-3.46210962e-05,3.12283235e+00,1.87716765e+00,8.04000000e+00
"2013Q2",1.13020000e+02,1.13020000e+02,2.33504000e+02,5.25000000e+00,7.82000000e+00,7.94000000e+00,9.88998028e+01,1.36200000e+01,5.46000000e+00,6.86000000e-01,2.41053000e+04,5.83879000e+04,1.58430400e+05,1.29316900e+05,1.12468988e+04,6.97368660e+03,4.94585156e+04,1.20923267e+02,2.65000000e+03,2.74994639e+00,1.01112436e+02,5.45342292e+04,4.46186314e+04,2.13283490e+04,5.16615643e+04,1.40179083e+05,1.14419483e+05,3.94785272e+04,4.37608526e+04,4.82518397e+04,1.13488420e+03,9.20126923e+04,8.89246405e+04,1.24865544e+04,1.57002157e+04,-7.92879761e+02,2.32843044e+04,3.63995530e+04,1.03189874e+05,1.03582847e+05,1.63720250e+04,9.41732813e+01,-3.79380202e-01,1.49073359e+04,3.50266960e+05,4.65203558e+04,6.49152934e+04,8.95104903e+04,1.41434213e+05,4.09709622e+05,4.10925645e+05,2.73748040e+05,3.36454832e+00,3.86652437e+00,3.10159114e+00,-1.42728219e+00,7.58313232e+00,5.54323231e+00,3.82204530e+00,1.62995764e+00,4.79369495e+00,4.79369495e+00,-1.83882150e-01,2.13650793e+00,6.97233225e+00,1.00452239e+01,1.74422520e+01,7.56210236e-02,6.26522132e+00,3.22872397e+00,2.61921459e+00,-3.82165605e-01,-5.01253133e-01,-3.27964817e+00,4.36109893e+00,8.79699633e-01,1.75441655e+00,1.76370680e+00,4.29410331e+00,2.36619839e+00,9.55896691e-01,9.32589669e+00,2.66837858e-01,2.10000000e-01,-2.45913647e-05,3.10876419e+00,2.14123581e+00,8.16000000e+00
"2013Q3",1.13850000e+02,1.13850000e+02,2.34149000e+02,5.25000000e+00,7.94000000e+00,7.86000000e+00,9.78026370e+01,1.36300000e+01,5.50000000e+00,6.29000000e-01,2.35615000e+04,5.75040000e+04,1.61177600e+05,1.35910000e+05,1.16929078e+04,6.62050000e+03,5.11350936e+04,1.16405367e+02,2.98640000e+03,2.63389212e+00,1.02246732e+02,5.25667700e+04,4.58152351e+04,2.06952130e+04,5.05085639e+04,1.41570136e+05,1.19376372e+05,4.02417524e+04,4.49144432e+04,4.61719543e+04,1.27542719e+03,9.10863976e+04,8.96560689e+04,1.16437734e+04,1.62013390e+04,-2.59540560e+02,2.17663402e+04,3.66334298e+04,1.02342830e+05,1.02685494e+05,1.64501500e+04,1.05811562e+02,-3.33702724e-01,1.59417984e+04,3.53935753e+05,4.71356243e+04,6.56372151e+04,9.03918814e+04,1.43636775e+05,4.13418422e+05,4.14951371e+05,2.75936194e+05,3.66893534e+00,4.11824563e+00,3.60773499e+00,2.78236980e+00,7.74599091e+00,5.28701575e+00,6.02936439e+00,2.19751458e+00,4.21052632e+00,4.21052632e+00,1.14774447e-01,2.52749624e+00,6.30967424e+00,1.06318488e+01,2.88938310e+01,3.92797229e+00,1.18551670e+00,2.51948671e+00,4.93873044e+00,-5.01253133e-01,-3.80228137e-01,-3.27683573e+00,-7.04157808e+00,1.47577487e+01,1.18492526e+00,1.59963931e+00,4.65275197e+00,1.32646456e+00,5.97248025e-01,8.97724803e+00,-3.81196871e-01,2.50000000e-01,-1.74672463e-05,3.08681249e+00,2.16318751e+00,8.13000000e+00
"2013Q4",1.14680000e+02,1.14680000e+02,2.33049000e+02,5.00000000e+00,7.86000000e+00,7.73000000e+00,1.00000000e+02,1.37000000e+01,5.46000000e+00,5.83000000e-01,2.71303000e+04,6.30305000e+04,1.68946000e+05,1.40158700e+05,1.17169279e+04,7.07022790e+03,4.94068080e+04,1.18195203e+02,3.43245847e+03,2.59360932e+00,1.00000000e+02,5.55719913e+04,4.63354702e+04,2.36573945e+04,5.49620684e+04,1.47319498e+05,1.22217213e+05,4.04041422e+04,4.30823230e+04,4.84583112e+04,1.47284840e+03,9.15406342e+04,9.19090026e+04,1.29042630e+04,1.66336358e+04,-2.87019498e+02,2.27673071e+04,3.70826446e+04,1.06906356e+05,1.07170934e+05,1.65533500e+04,9.76112500e+01,-2.46874803e-01,1.63466163e+04,3.56250548e+05,4.70011243e+04,6.59660391e+04,9.15966292e+04,1.44431120e+05,4.16383220e+05,4.17775212e+05,2.77785467e+05,3.48544446e+00,3.72358604e+00,3.19921034e+00,2.51429517e+00,5.62766705e+00,5.97500692e+00,4.56560568e+00,2.34150749e+00,4.38740215e+00,4.38740215e+00,-2.11691887e+00,-1.29269993e+00,4.39383036e+00,7.26366608e+00,2.13573402e+01,5.01542286e-01,7.01663032e+00,3.84828800e+00,3.66223497e+00,-3.80228137e-01,-1.02432778e+00,-3.14545500e+00,-3.80056273e+00,1.06385993e+01,1.50173562e+00,1.84185715e+00,3.87593158e+00,1.60696801e+00,1.12406842e+00,9.82406842e+00,-7.62790459e-01,4.60000000e-01,-1.24069851e-05,3.05083645e+00,1.94916355e+00,8.24000000e+00
"2014Q1",1.15460000e+02,1.15460000e+02,2.36293000e+02,5.00000000e+00,7.73000000e+00,7.80000000e+00,1.00993737e+02,1.38000000e+01,5.50000000e+00,5.58100000e-01,2.48546000e+04,6.11102000e+04,1.70311700e+05,1.40252200e+05,1.19254472e+04,7.02806580e+03,5.31035236e+04,1.22102334e+02,3.38410382e+03,2.50111963e+00,9.90160406e+01,5.43269486e+04,4.65821817e+04,2.15265893e+04,5.29275940e+04,1.47507102e+05,1.21472545e+05,4.03448655e+04,4.59930050e+04,4.70526144e+04,1.43216423e+03,9.30456195e+04,8.94784823e+04,1.06546147e+04,1.50553678e+04,4.01329635e+03,2.41107314e+04,3.50142090e+04,1.08277247e+05,1.08416124e+05,1.66065250e+04,9.86149180e+01,-1.28096708e-01,1.90686642e+04,3.59968194e+05,4.76892055e+04,6.62891438e+04,9.19286831e+04,1.45129836e+05,4.20716306e+05,4.21855399e+05,2.81127502e+05,3.79963337e+00,3.84606656e+00,3.88472597e+00,1.63270825e+00,6.60152652e+00,4.55629207e+00,4.39973539e+00,3.08360738e+00,3.24599839e+00,3.24599839e+00,-4.28461596e+00,-1.27099286e+00,5.64034805e+00,7.58355822e+00,2.61806072e+01,3.64759995e+00,-2.47395702e+00,4.58872362e-01,3.30996517e+00,-1.02432778e+00,-2.55754476e-01,-2.68211751e+00,-6.39280753e-01,4.50831616e+00,1.51220288e+00,1.75972082e+00,3.95196870e+00,1.69875796e+00,1.04803130e+00,9.84803130e+00,-3.17991306e-01,5.00000000e-01,-8.81268149e-06,3.01680230e+00,1.98319770e+00,8.30000000e+00
"2014Q2",1.16560000e+02,1.16560000e+02,2.38343000e+02,4.75000000e+00,7.80000000e+00,7.72000000e+00,1.00072401e+02,1.38400000e+01,5.50000000e+00,5.45100000e-01,2.50788000e+04,6.16449000e+04,1.71925200e+05,1.44831400e+05,1.20365636e+04,7.02908410e+03,5.66243000e+04,1.19294988e+02,3.66223993e+03,2.17854826e+00,9.99276518e+01,5.48268560e+04,4.73718465e+04,2.15157859e+04,5.28868394e+04,1.47499314e+05,1.24254804e+05,4.06415979e+04,4.85795299e+04,4.70374537e+04,1.53654185e+03,9.56169835e+04,9.27228602e+04,1.26804104e+04,1.62358711e+04,-1.28127852e+03,2.46434938e+04,3.73222853e+04,1.07651388e+05,1.07638610e+05,1.67074500e+04,1.03346825e+02,1.18714240e-02,1.49545926e+04,3.63766414e+05,4.78830616e+04,6.63311471e+04,9.32878725e+04,1.46052569e+05,4.25177820e+05,4.25911162e+05,2.84044992e+05,3.77540528e+00,3.64677092e+00,3.85404724e+00,2.18107878e+00,2.92926764e+00,4.22004417e+00,3.26537370e+00,3.76147065e+00,3.13218899e+00,3.13218899e+00,8.78815781e-01,2.37173436e+00,5.22205606e+00,8.59584472e+00,3.53919500e+01,1.10113879e+01,-2.51676628e+00,3.91716742e+00,2.94608445e+00,-2.55754476e-01,-2.77078086e+00,-1.17174945e+00,-1.34653880e+00,9.74113255e+00,2.07234137e+00,2.04876917e+00,3.31742927e+00,2.01055202e+00,1.43257073e+00,1.05225707e+01,-1.89755432e+00,7.50000000e-01,-6.25964766e-06,2.95899188e+00,1.79100812e+00,8.34000000e+00
"2014Q3",1.17780000e+02,1.17780000e+02,2.38031000e+02,4.50000000e+00,7.72000000e+00,7.62000000e+00,1.02398400e+02,1.37300000e+01,5.48000000e+00,5.79000000e-01,2.51433000e+04,6.11235000e+04,1.76354700e+05,1.47523100e+05,1.27192305e+04,6.98508050e+03,5.55612000e+04,1.09349774e+02,3.73178442e+03,2.25249217e+00,9.76577760e+01,5.39248215e+04,4.83981693e+04,2.13476821e+04,5.18963321e+04,1.49732298e+05,1.25253099e+05,4.10920099e+04,4.71737137e+04,4.57843619e+04,1.56777244e+03,9.29580756e+04,9.36871952e+04,1.19376767e+04,1.65812969e+04,-2.04716385e+03,2.45115664e+04,3.79091197e+04,1.06762924e+05,1.06593120e+05,1.68249250e+04,9.78696875e+01,1.59300499e-01,1.45341331e+04,3.67797540e+05,4.81769649e+04,6.49394299e+04,9.60330987e+04,1.47328258e+05,4.29597914e+05,4.29818788e+05,2.85408712e+05,3.91358753e+00,3.58292991e+00,3.91646983e+00,-1.06309376e+00,2.20924323e+00,6.24084507e+00,2.57001308e+00,3.43286534e+00,3.45191041e+00,3.45191041e+00,3.15275383e+00,2.74758999e+00,5.76545420e+00,4.92285572e+00,2.29213600e+01,5.03016469e+00,-8.39454209e-01,2.05483815e+00,2.11287392e+00,-2.77078086e+00,-3.05343511e+00,-4.48811980e+00,-6.06122587e+00,-7.50567784e+00,1.65791868e+00,2.27824670e+00,3.06806200e+00,-3.97584476e-01,1.43193800e+00,1.06619380e+01,-1.65459480e+00,9.80000000e-01,-4.44622773e-06,2.90702321e+00,1.59297679e+00,8.25000000e+00
"2014Q4",1.18060000e+02,1.18060000e+02,2.34812000e+02,4.00000000e+00,7.62000000e+00,7.63000000e+00,1.05384965e+02,1.36400000e+01,5.46000000e+00,6.28800000e-01,2.91644000e+04,6.75305000e+04,1.83567800e+05,1.52455000e+05,1.24156900e+04,7.03930000e+03,5.76232964e+04,1.05149941e+02,3.92713547e+03,2.71973661e+00,9.48901958e+01,5.36394660e+04,4.90969314e+04,2.47030324e+04,5.72001525e+04,1.55486871e+05,1.29133491e+05,4.15864233e+04,4.88084842e+04,4.54340725e+04,1.67245945e+03,9.42425567e+04,9.65313006e+04,1.34375541e+04,1.76840651e+04,-1.12746400e+03,2.46760482e+04,3.90531128e+04,1.12195640e+05,1.11864712e+05,1.69320250e+04,7.32112500e+01,2.95829069e-01,1.65566011e+04,3.72419838e+05,4.87102560e+04,6.51139909e+04,9.79418398e+04,1.49298727e+05,4.34887198e+05,4.34512566e+05,2.88235103e+05,4.44397788e+00,4.00630622e+00,4.53874111e+00,-1.29164666e+00,3.63636342e+00,6.92734071e+00,3.37019209e+00,3.76176475e+00,2.94733171e+00,2.94733171e+00,4.41991982e+00,4.07205218e+00,5.54398669e+00,5.65900511e+00,1.35527216e+01,1.32912081e+01,-6.24090817e+00,2.95160999e+00,2.92613855e+00,-3.05343511e+00,-1.29366106e+00,-5.10980421e+00,-1.10370486e+01,-2.49971187e+01,7.56493270e-01,2.28760342e+00,3.09570373e+00,-2.87794068e+00,9.04296269e-01,1.05442963e+01,-2.03222096e+00,1.46000000e+00,-3.15815556e-06,2.85926531e+00,1.14073469e+00,8.18000000e+00
"2015Q1",1.18260000e+02,1.18260000e+02,2.36119000e+02,3.50000000e+00,7.63000000e+00,7.65000000e+00,1.04893177e+02,1.33700000e+01,5.45000000e+00,6.94200000e-01,2.90559000e+04,6.92770000e+04,1.88788800e+05,1.56583600e+05,1.23301874e+04,7.38233226e+03,6.26751346e+04,9.56056682e+01,3.99415525e+03,2.74226896e+00,9.53350854e+01,5.63271951e+04,4.95016716e+04,2.45695079e+04,5.85802469e+04,1.59638762e+05,1.32406224e+05,4.18583389e+04,5.29977461e+04,4.76299638e+04,1.69158571e+03,1.00627710e+05,9.45576309e+04,1.16535999e+04,1.53432047e+04,3.10116491e+03,2.57978185e+04,3.69357205e+04,1.13352229e+05,1.12892207e+05,1.70886250e+04,4.84852459e+01,3.98958720e-01,1.84443696e+04,3.77498987e+05,4.97005085e+04,6.44704221e+04,9.96289269e+04,1.51220238e+05,4.39952552e+05,4.38988648e+05,2.90749171e+05,4.57226050e+00,4.06140335e+00,4.87009488e+00,-2.74361910e+00,4.21752239e+00,8.37632336e+00,4.19651958e+00,3.42252854e+00,2.42508228e+00,2.42508228e+00,1.41356279e+01,1.06799734e+01,8.22445825e+00,9.00094668e+00,1.81139474e+01,1.52300139e+01,1.22702920e+00,8.14878812e+00,3.75134077e+00,-1.29366106e+00,-1.92307692e+00,-3.71753417e+00,-2.17003758e+01,-5.08337614e+01,-7.36373909e-02,2.90307575e+00,2.75227193e+00,-7.19091160e+00,7.47728068e-01,1.06177281e+01,-2.48825602e+00,1.95000000e+00,-2.24323789e-06,2.79483839e+00,7.05161613e-01,7.92000000e+00
"2015Q2",1.19340000e+02,1.19340000e+02,2.38638000e+02,3.50000000e+00,7.65000000e+00,7.69356400e+00,1.04388431e+02,1.31500000e+01,5.49000000e+00,7.71500000e-01,2.97685000e+04,7.04104000e+04,1.92288800e+05,1.61431200e+05,1.21643696e+04,7.48578713e+03,6.17234806e+04,9.45432067e+01,4.20847500e+03,2.47293339e+00,9.57960564e+01,5.72662715e+04,4.96294776e+04,2.49442769e+04,5.89998324e+04,1.61126864e+05,1.35269985e+05,4.15866244e+04,5.17206977e+04,4.79858149e+04,1.76353933e+03,9.97065126e+04,9.66575229e+04,1.24244759e+04,1.53908535e+04,-6.12684697e+02,2.60328993e+04,3.88669148e+04,1.11005995e+05,1.10525256e+05,1.72168250e+04,5.78546032e+01,4.47460844e-01,1.47781688e+04,3.81433650e+05,4.94398658e+04,6.43091393e+04,1.01018332e+05,1.52764868e+05,4.43320977e+05,4.41875294e+05,2.92977921e+05,4.26719256e+00,3.74823055e+00,4.85675283e+00,-3.04835348e+00,3.25126287e+00,8.28667187e+00,4.59581037e+00,3.14489919e+00,2.38503775e+00,2.38503775e+00,1.59347700e+01,1.15586280e+01,9.23906046e+00,8.86499365e+00,1.47732708e+01,6.46603170e+00,2.01618329e+00,4.27699027e+00,2.32526907e+00,-1.92307692e+00,-3.42435233e-01,-4.13458672e+00,-2.07483833e+01,-4.40189837e+01,1.23771204e-01,3.04878961e+00,2.23473735e+00,-6.41786089e+00,1.26526265e+00,1.09152626e+01,-8.18048147e-01,1.99000000e+00,-1.59337188e-06,2.73996644e+00,7.60033560e-01,7.66000000e+00
"2015Q3",1.19990000e+02,1.19990000e+02,2.37945000e+02,3.25000000e+00,7.69356400e+00,7.61347935e+00,1.04690224e+02,1.31300000e+01,5.49000000e+00,8.51100000e-01,2.87947000e+04,6.90925000e+04,1.93808800e+05,1.66372400e+05,1.27465962e+04,7.40350180e+03,6.12949061e+04,8.90197015e+01,4.43105975e+03,3.01893540e+00,9.55199022e+01,5.69593149e+04,4.96568432e+04,2.39975831e+04,5.75818818e+04,1.61520793e+05,1.38655221e+05,4.13841514e+04,5.10833453e+04,4.74700516e+04,1.86222016e+03,9.85533969e+04,9.97869059e+04,1.20009143e+04,1.62134503e+04,2.93595741e+01,2.46551098e+04,4.07233556e+04,1.12024534e+05,1.11557824e+05,1.73099500e+04,4.64860938e+01,4.30623820e-01,1.62428099e+04,3.87533360e+05,4.95051070e+04,6.60163324e+04,1.01161876e+05,1.55579104e+05,4.48596272e+05,4.46839998e+05,2.97970589e+05,4.42235807e+00,3.96008992e+00,5.36594671e+00,1.65831828e+00,2.75679897e+00,5.34063496e+00,5.60031414e+00,4.40136430e+00,1.87637969e+00,1.87637969e+00,1.24130620e+01,1.09555906e+01,7.87304816e+00,1.07000325e+01,1.87812788e+01,8.28773340e+00,3.68180231e+00,6.01918799e+00,7.10944674e-01,-3.42435233e-01,-8.55727690e-02,-2.18914852e+00,-1.85917832e+01,-5.25020515e+01,-3.61297478e-02,2.88277659e+00,2.62134594e+00,-6.72541759e+00,6.28654055e-01,1.05086541e+01,-1.00432485e+00,2.24000000e+00,-1.13177204e-06,2.71287815e+00,5.37121849e-01,7.64000000e+00
"2015Q4",1.21680000e+02,1.21680000e+02,2.36525000e+02,3.00000000e+00,7.61347935e+00,7.71716000e+00,1.07925469e+02,1.30600000e+01,5.43000000e+00,1.17800000e+00,3.33080951e+04,7.50482000e+04,2.00906900e+05,1.72036200e+05,1.24895468e+04,7.48994800e+03,6.16232555e+04,8.70610057e+01,4.51994999e+03,2.99153633e+00,9.26565351e+01,5.70245645e+04,4.97307000e+04,2.73735167e+04,6.16766930e+04,1.65110865e+05,1.41384122e+05,4.08700690e+04,5.06437011e+04,4.68643692e+04,1.91098192e+03,9.75080703e+04,1.00570948e+05,1.30906602e+04,1.75976864e+04,-1.01900905e+03,2.42353266e+04,3.82190958e+04,1.16300768e+05,1.15872200e+05,1.73903000e+04,4.19365625e+01,3.54436860e-01,1.65786774e+04,3.91573008e+05,4.91696504e+04,6.60440258e+04,1.00721154e+05,1.54745087e+05,4.52683525e+05,4.50847486e+05,3.02871947e+05,4.09217072e+00,3.75936658e+00,5.14289716e+00,1.42831793e+00,9.43116395e-01,2.83771925e+00,3.64796152e+00,5.07809211e+00,3.06623751e+00,3.06623751e+00,1.08103501e+01,7.82609890e+00,6.18958592e+00,9.48679595e+00,1.42617794e+01,3.76003668e+00,3.14807068e+00,3.46500958e+00,-1.72256771e+00,-8.55727690e-02,1.14233290e+00,-2.35394252e+00,-1.72029915e+01,-4.27184176e+01,7.29519786e-01,2.70655754e+00,2.70388062e+00,-5.61126448e+00,2.96119377e-01,1.03561194e+01,3.99948832e-01,2.43000000e+00,-8.03897682e-07,2.70098854e+00,2.99011462e-01,7.63000000e+00
"2016Q1",1.23300000e+02,1.23300000e+02,2.38132000e+02,3.00000000e+00,7.71716000e+00,7.64288233e+00,1.07164963e+02,1.31100000e+01,5.49000000e+00,1.21040000e+00,3.12700000e+04,7.32462000e+04,2.02470300e+05,1.72957400e+05,1.25162610e+04,7.41078230e+03,6.44925055e+04,8.74222049e+01,4.40102206e+03,3.20479524e+00,9.33140807e+01,5.71901927e+04,4.99167736e+04,2.53609084e+04,5.94048662e+04,1.64209489e+05,1.40273642e+05,4.04840013e+04,5.23053573e+04,4.63829625e+04,1.84814391e+03,9.86883197e+04,9.83098755e+04,1.08450923e+04,1.49448940e+04,2.08528098e+03,2.62010026e+04,3.65968986e+04,1.15253406e+05,1.14972880e+05,1.74615250e+04,3.33518033e+01,2.39254985e-01,1.70301749e+04,3.95325252e+05,4.83638138e+04,6.46448532e+04,1.01124338e+05,1.54406265e+05,4.54588884e+05,4.52928160e+05,3.05563841e+05,3.32679784e+00,3.17536944e+00,4.72220221e+00,2.70559792e-01,-2.68949898e+00,1.50098108e+00,2.10687838e+00,5.09534387e+00,4.26179604e+00,4.26179604e+00,3.22106780e+00,1.40767462e+00,2.86316866e+00,5.94187927e+00,9.25511513e+00,-1.30644963e+00,-2.61810253e+00,-1.92729234e+00,-3.28330658e+00,1.14233290e+00,-9.30413987e-02,-2.11989604e+00,-8.55960053e+00,-3.12124696e+01,8.52536221e-01,2.18215333e+00,3.54026794e+00,-2.92745824e+00,-5.40267944e-01,9.56973206e+00,-8.93070839e-02,2.49000000e+00,-5.71008524e-07,2.69998455e+00,3.00015454e-01,7.62000000e+00
"2016Q2",1.24630000e+02,1.24630000e+02,2.41018000e+02,3.00000000e+00,7.64288233e+00,7.52594900e+00,1.08055044e+02,1.31400000e+01,5.46000000e+00,1.23025000e+00,3.12739657e+04,7.34798000e+04,2.03513300e+05,1.73508500e+05,1.35962406e+04,8.06497380e+03,6.36036713e+04,9.38360593e+01,4.36825711e+03,3.04429469e+00,9.25454253e+01,6.16396458e+04,5.13486446e+04,2.50934492e+04,5.89583567e+04,1.63293990e+05,1.39218888e+05,4.12008703e+04,5.10339977e+04,4.94581126e+04,1.81241945e+03,1.00492110e+05,1.01355304e+05,1.16821900e+04,1.55682128e+04,-3.52807350e+02,2.64703013e+04,3.94094235e+04,1.15154100e+05,1.15007715e+05,1.75209500e+04,4.54606250e+01,1.08857272e-01,1.52154055e+04,4.00023034e+05,4.76215757e+04,6.50456574e+04,1.01561740e+05,1.54948774e+05,4.58701980e+05,4.57410619e+05,3.10119918e+05,3.46949588e+00,3.51577122e+00,4.87355649e+00,1.14527750e+00,-3.67778124e+00,5.37929886e-01,1.42958635e+00,5.85095175e+00,4.43271326e+00,4.43271326e+00,5.98022298e-01,-7.02979550e-02,1.34498105e+00,2.91927510e+00,2.77170545e+00,-1.32770821e+00,3.06819358e+00,7.87910164e-01,-9.27591858e-01,-9.30413987e-02,-2.17863918e+00,-3.39328278e+00,-7.47962222e-01,-2.14226310e+01,9.97326495e-01,1.76644068e+00,4.36479661e+00,-5.54319662e-01,-1.36479661e+00,8.77520339e+00,-5.18153144e-01,2.46000000e+00,-4.05587354e-07,2.69568007e+00,3.04319928e-01,7.68000000e+00
